AU_ID,Rowid,Year,Figure,Breakdown,Dissaggregation,Indicator,Outcome,Measure,Source,Yearlab
364,3506,2015-16,96.1,Angus,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2016
365,3507,2016-17,96.1,Angus,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2017
366,3508,2017-18,95.2,Angus,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2018
367,3509,2009-10,96.2,Argyll and Bute,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2010
368,3510,2010-11,96.6,Argyll and Bute,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2011
369,3511,2011-12,97,Argyll and Bute,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2012
370,3512,2012-13,97.5,Argyll and Bute,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2013
371,3513,2013-14,96.5,Argyll and Bute,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2014
372,3514,2014-15,95,Argyll and Bute,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2015
373,3515,2015-16,96.4,Argyll and Bute,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2016
374,3516,2016-17,98.4,Argyll and Bute,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2017
375,3517,2017-18,96.4,Argyll and Bute,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2018
376,3518,2009-10,92.8,Clackmannanshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2010
377,3519,2010-11,93.8,Clackmannanshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2011
378,3520,2011-12,92.8,Clackmannanshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2012
379,3521,2012-13,94.4,Clackmannanshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2013
380,3522,2013-14,92.6,Clackmannanshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2014
381,3523,2014-15,92.7,Clackmannanshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2015
382,3524,2015-16,93.9,Clackmannanshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2016
383,3525,2016-17,92.5,Clackmannanshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2017
384,3526,2017-18,93.8,Clackmannanshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2018
385,3527,2009-10,95.3,Dumfries and Galloway,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2010
386,3528,2010-11,96.5,Dumfries and Galloway,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2011
387,3529,2011-12,97.6,Dumfries and Galloway,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2012
388,3530,2012-13,97.3,Dumfries and Galloway,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2013
389,3531,2013-14,96.9,Dumfries and Galloway,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2014
390,3532,2014-15,97.3,Dumfries and Galloway,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2015
391,3533,2015-16,97.6,Dumfries and Galloway,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2016
392,3534,2016-17,96.9,Dumfries and Galloway,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2017
393,3535,2017-18,96.5,Dumfries and Galloway,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2018
394,3536,2009-10,87.3,Dundee City,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2010
395,3537,2010-11,90.2,Dundee City,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2011
396,3538,2011-12,93.8,Dundee City,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2012
397,3539,2012-13,94.4,Dundee City,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2013
398,3540,2013-14,93.6,Dundee City,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2014
399,3541,2014-15,94.3,Dundee City,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2015
400,3542,2015-16,94,Dundee City,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2016
401,3543,2016-17,92.8,Dundee City,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2017
402,3544,2017-18,92.7,Dundee City,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2018
403,3545,2009-10,92.2,East Ayrshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2010
404,3546,2010-11,93.2,East Ayrshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2011
405,3547,2011-12,94.6,East Ayrshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2012
406,3548,2012-13,94.8,East Ayrshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2013
407,3549,2013-14,95.1,East Ayrshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2014
408,3550,2014-15,95,East Ayrshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2015
409,3551,2015-16,94.4,East Ayrshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2016
410,3552,2016-17,94.7,East Ayrshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2017
411,3553,2017-18,93.7,East Ayrshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2018
412,3554,2009-10,98.6,East Dunbartonshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2010
413,3555,2010-11,NA,East Dunbartonshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2011
414,3556,2011-12,NA,East Dunbartonshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2012
415,3557,2012-13,NA,East Dunbartonshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2013
416,3558,2013-14,NA,East Dunbartonshire,Local authority,Educational attainment 5,Education,Proportion of school leavers attaining 1 or more award at SCQF Level 4 or above (1+ at SCQF Level 4 or better),School leaver attainment statistics,2014
